address, lat, lng
State Opera House, 48.203033, 16.369102
St. Peter's Church, 48.209621, 16.370331
Imperial Treasury of Vienna, 48.157749, 16.43643
MuseumsQuartier Wien, 48.203323, 16.358646
Leopold Museum, 48.202957, 16.358847
Kahlenberg, 48.267632, 16.2973
Volksgarten, 48.203369, 16.363859
Rathaus, 48.210732, 16.358101
Tiergarten Schoenbrunn - Zoo Vienna, 48.182499, 16.304443
The Vienna Philharmonic, 48.200466, 16.372211
Central Cemetery (Zentralfriedhof), 48.159592, 16.43178
Schonbrunner Gardens, 48.183338, 16.30019
Albertina, 48.204678, 16.368317
Natural History Museum (Naturhistorisches Museum), 48.204929, 16.360266
Rathausplatz, 48.210556, 16.359039
Church of the Jesuits, 48.208759, 16.377649
State Hall of the Austrian National Library, 48.206268, 16.366863
Vienna U-Bahn, 48.185829, 16.31991
Kirche am Steinhof, 48.207111, 16.28042
The Third Man Museum, 48.196373, 16.362278
Kunsthistorisches Museum, 48.203995, 16.361427
St. Stephen's Cathedral, 48.208012, 16.372829
Belvedere Palace Museum, 48.191566, 16.380894
Imperial Palace (Hofburg), 48.207874, 16.366272
Schonbrunn Palace, 48.185135, 16.312593
Historic Center of Vienna, 48.208591, 16.369694
Ringstrasse, 48.211807, 16.361113
Karlskirche, 48.198311, 16.37195
Christmas Market on Rathausplatz, 48.210556, 16.35976
Parliament Building, 48.207981, 16.359159
Imperial Carriage Museum Vienna, 48.186508, 16.30978
Graben and Kohlmarkt, 48.207729, 16.372721
Stephansplatz, 48.208172, 16.37393
Museum of Military History, 48.18433, 16.388767
Maria-Theresien-Platz, 48.20454, 16.36087
Technisches Museum, 48.190655, 16.317886
Musikverein, 48.200554, 16.372602
Minoritenkirche, 48.209332, 16.363729
Kunst Haus Wien - Museum Hundertwasser, 48.210991, 16.39333
Kapuziner Crypt (Kapuzinergruft), 48.20554, 16.36993
MAK - Austrian Museum of Applied Arts / Contemporary Art, 48.207672, 16.381607
St. Anna's Church, 48.204342, 16.372089
Neue Burg, 48.205528, 16.364809
Vienna Woods, 48.27446, 16.336866
Haus des Meeres - Aqua Terra Zoo, 48.197754, 16.353146
Vienna Pass, 48.208115, 16.366459
Spittelberg Christmas Market, 48.202869, 16.355261
Volksoper, 48.224438, 16.350092
Michaelerplatz, 48.20808, 16.366627
Gloriette, 48.178299, 16.30875
Universitat Wien, 48.213009, 16.360861
Lainzer Tiergarten, 48.263512, 16.444256
Schoenbrunn Palace Christmas Market, 48.173489, 16.31288
Donaupark, 48.238529, 16.41692
Dominican Church, 48.208912, 16.378824
Votivkirche, 48.215549, 16.35894
Prater, 48.212944, 16.380688
Kaerntnerstrasse, 48.204361, 16.37059
Maria Theresia Denkmal, 48.204201, 16.35969
Hundertwasserhaus, 48.207336, 16.394293
Stadtpark, 48.205505, 16.380468
Danube Tower, 48.24115, 16.404591
Haus der Musik, 48.203835, 16.373022
Burggarten, 48.204227, 16.365692
Judenplatz Holocaust Memorial, 48.211922, 16.36924
Sisi Museum, 48.207592, 16.365629
Augustinerkirche, 48.20536, 16.36795
Plague Column (Pestsaule), 48.208717, 16.369795
Mariahilfer Strasse, 48.200726, 16.35766
Karlsplatz, 48.20681, 16.354389
City Airport Train, 48.20797, 16.386408
Wien Hauptbahnhof Sud, 48.185074, 16.376684
Academy of Fine Arts (Akademie der bildenden Kunste), 48.20163, 16.365231
Kaiserappartements, 48.207802, 16.36672
Burgtheater, 48.209568, 16.361116
Strauss Monument, 48.20647, 16.382629
Hofmobiliendepot (Imperial Furniture Collection), 48.198357, 16.346531
Botanischer Garten (Botanical Garden of the University of Vienna), 48.195202, 16.383699
St. Michael's Church, 48.20821, 16.367041
The Strudelshow, 48.122318, 16.30455
Griechenkirche zur heiligen Dreifaltigkeit, 48.210709, 16.37731
Soviet War Memorial, 48.201611, 16.37425
Museum of Illusions, 48.209652, 16.366758
Heldenplatz, 48.20636, 16.363174
Spittelberg Quarter, 48.20293, 16.35684
Jewish Museum Vienna (Judisches Museum der Stadt Wien), 48.207165, 16.3692
Vienna Naschmarkt, 48.196949, 16.3592
Praterstern, 48.216919, 16.39255
Wiener Konzerthaus, 48.200935, 16.377678
Anker Clock, 48.210869, 16.37347
Dorotheum, 48.266747, 16.398441
Riesenrad, 48.216663, 16.395899
Trinitarierkirche zum Heiligen Franz von Assisi, 48.224388, 16.406
Vienna Coffeehouse Conversations, 48.210049, 16.381969
Vienna Museum, 48.199203, 16.372997
Meinl am Graben, 48.209412, 16.368311
Russian Orthodox Cathedral of St. Nicholas, 48.197361, 16.385019
Palmenhaus Schoenbrunn, 48.184273, 16.302732
Ernst Happel Stadion, 48.207691, 16.41971
Madame Tussauds Vienna, 48.217403, 16.396458
Otto Wagner Pavillon Karlsplatz, 48.200249, 16.37118
Alte Donau, 48.199738, 16.359652
Globe Museum of the Austrian National Library, 48.209435, 16.365784
Postsparkasse, 48.209969, 16.381189
Wiener Strassenbahnmuseum (Street Car Museum), 48.196857, 16.407183
Mozart Statue, 48.20504, 16.36685
Schwarzenbergplatz, 48.198654, 16.37586
Ronacher, 48.205128, 16.375023
St. Mary's on the Bank (Maria Am Gestade), 48.21299, 16.37005
Vienna University of Economics and Business, 48.214722, 16.406281
Clock Museum (Uhrenmuseum), 48.210785, 16.369165
Secession Building (Secessionsgebaude), 48.20039, 16.3659
Twin City Liner, 48.212399, 16.376659
Ernst Fuchs Museum, 48.209824, 16.25563
Freyung, 48.211716, 16.365381
Winter Palace of Prince Eugene, 48.205471, 16.372931
United Nations Complex, 48.234829, 16.416861
Casino Wien, 48.204559, 16.370813
Beethoven Statue, 48.20208, 16.37665
Austria Center Vienna, 48.234978, 16.413605
Silberkammer, 48.207924, 16.366217
District Heating Plant Spittelau, 48.233711, 16.360229
Cemetery of St. Marx (Friedhof St. Marx), 48.183136, 16.404118
Capuchin Church (Kapuzinerkirche), 48.206619, 16.37108
Burgtor, 48.204319, 16.363029
Augarten, 48.21917, 16.37995
Palais Schonborn-Batthyany, 48.211971, 16.366489
Church of the Teutonic Order, 48.207359, 16.3738
St. Rupert's Church (Ruprechtskirche), 48.21199, 16.37462
Volkstheater, 48.204994, 16.357779
Wiener Eistraum, 48.208981, 16.357821
Schottenkirche, 48.21212, 16.36442
Raimund Theater, 48.192116, 16.339531
Turkenschanzpark, 48.237091, 16.33774
Minoritenplatz, 48.208862, 16.372383
Alt-Wiener-Schnapsmuseum, 48.177174, 16.335575
Schmetterlinghaus, 48.20533, 16.366417
Sigmund Freud Museum, 48.218513, 16.36301
Danube Canal (Donau Kanal), 48.206997, 16.442047
Chapel of St. Virgil, 48.208172, 16.37393
Schubert Statue, 48.204121, 16.38028
Neuer Markt, 48.20612, 16.370745
Haas Haus, 48.208172, 16.37393
Am Hof, 48.210838, 16.36726
Palais Ferstel, 48.210491, 16.36557
Imperial Crypt, 48.205502, 16.370279
Haydnhaus, 48.194382, 16.34524
Majolica House (Majolikahaus), 48.197418, 16.35918
Maltese Church, 48.20488, 16.37104
Franziskanerkirche, 48.206253, 16.37446
Freyung Passage, 48.210491, 16.36557
Donner Brunnen, 48.205502, 16.370279
Wiener Hofburg - Orchester, 48.20726, 16.355129
Liechtenstein City Palace, 48.210651, 16.36438
Theater an der Wien, 48.199535, 16.364
Sammlung alter Musikinstrumente (Collection of Early Musical Instruments), 48.206131, 16.364849
Blumengaerten Hirschstetten der Stadt Wien, 48.236656, 16.472712
Romermuseum, 48.21059, 16.372372
Hofjagd- und Ruestkammer, 48.204868, 16.36371
Flea Market, 48.197922, 16.362869
Funeral Museum (Bestattungsmuseum), 48.155041, 16.442049
Bank Austria Kunstforum, 48.211464, 16.366064
Monument to Empress Elisabeth, 48.205959, 16.35788
Medl-Braeu, 48.195541, 16.280251
Die Burgkapelle (Home of the Vienna Boys' Choir), 48.157749, 16.43643
Wien Mitte the Mall, 48.206341, 16.384769
Staatsopernmuseum, 48.202274, 16.369814
Looshaus, 48.208179, 16.36661
Viktor Frankl Center, 48.215961, 16.3487
Statue of Johannes Gutenberg, 48.209641, 16.374689
Palais Auersperg, 48.208031, 16.35528
Karl-Marx-Hof, 48.249699, 16.364334
The Gates of Violence Monument, 48.20435, 16.36883
Vienna Ring Tram, 48.211639, 16.378305
ZOOM Kindermuseum, 48.202206, 16.359451
Kirche am Hof, 48.210995, 16.368439
Billa Corso im Herrnhuterhaus, 48.20689, 16.37092
Hochstrahlbrunnen, 48.198521, 16.375107
Vermahlungsbrunnen (Marriage Fountain), 48.210999, 16.372761
Theseus Temple, 48.205959, 16.35788
Ephesos (Ephesus) Museum, 48.206223, 16.363771
Gasometer, 48.184978, 16.42057
Allianz Stadion, 48.1978, 16.265579
Vienna's English Theatre, 48.208462, 16.353167
WestLicht, 48.201931, 16.34207
Monument to Johann Andreas von Liebenberg, 48.212574, 16.361633
Strauss Museum, 48.219952, 16.36277
Wiener Royal Orchester, 48.201542, 16.376619
St Marxer Friedhof, 48.208862, 16.372383
Michaelertrakt, 48.20763, 16.36709
Strauss Concert Hofburg Palace, 48.19746, 16.366751
Reed Messe Wien Congress Center, 48.217678, 16.406595
Bermuda Triangle, 48.211784, 16.374922
Marionetten Theater Schloss Schoenbrunn, 48.186031, 16.315699
Federal Pathologic-Anatomical Museum, 48.218609, 16.353159
Goethe Monument, 48.203491, 16.366501
Klimt Villa, 48.188229, 16.283421
Ice-skating, 48.210907, 16.358601
Bundeskanzleramt Oesterreich, 48.208382, 16.363779
DC Towers, 48.23225, 16.412849
Liliputbahn, 48.215454, 16.396723
Schlosstheater Schonbrunn, 48.179401, 16.316071
Theater in der Josefstadt, 48.209492, 16.350941
Strandbad Alte Donau, 48.242191, 16.416809
Friedhof der Namenlosen, 48.158642, 16.49538
Chocolate Museum Vienna, 48.217358, 16.396629
Music Mile, 48.20517, 16.370951
Stadttempel Synagogue, 48.211609, 16.37479
Museum of Contraception and Abortion, 48.194901, 16.33906
Flakturm, 48.197659, 16.353041
The Liechtenstein Garden Palace, 48.22263, 16.359627
Burg Leopoldsberg, 48.279362, 16.343599
Silvester Gala Vienna, 48.210056, 16.357523
Hofmusikkapelle, 48.206501, 16.365299
Grinzinger Pfarrkirche, 48.256828, 16.339491
Haus der Industrie, 48.199627, 16.375835
Orangery at Schoenbrunn Palace, 48.185165, 16.317505
Brahms Statue, 48.20039, 16.371059
Lusthaus im Prater, 48.192528, 16.438931
WUK, 48.223282, 16.35141
Setagaya Park, 48.253922, 16.363291
Pfarre St. Elisabeth, 48.190681, 16.37475
Villon Wine Cellars, 48.20874, 16.368759
Weltmuseum Wien, 48.204887, 16.363579
Albertinaplatz, 48.204559, 16.368959
Esperanto Museum, 48.209435, 16.365788
Josephinum, 48.219669, 16.356829
Tourist Info Wien, 48.204529, 16.36898
Palais Pallavicini, 48.2066, 16.367571
Johann Strauss Museum, 48.216114, 16.387066
Wien Museum Hermesvilla, 48.179031, 16.210779
Altes AKH, 48.214989, 16.352501
Maxing Stuberl, 48.18475, 16.300634
Strandbad Gansehaufel, 48.22823, 16.42824
Potzleinsdorfer Schlosspark, 48.243599, 16.30397
Donaucity-Kirche Christus Hoffnung der Welt, 48.233021, 16.415251
Otto Wagner Hofpavillon Hietzing, 48.187222, 16.3085
Stadionbad, 48.204399, 16.416531
Deutschordenskloster 'Sala Terrena', 48.207359, 16.3738
Palais Equitable, 48.207909, 16.371481
Mozart Haus, 48.20816, 16.37488
Kurpark Oberlaa, 48.14257, 16.403811
Beethoven Museum, 48.254841, 16.35619
Odeon, 48.214218, 16.380051
Wotruba Kirche, 48.148731, 16.254471
Akademietheater, 48.200218, 16.37709
Erzherzog Karl Denkmal, 48.206268, 16.362789
Beethovengang, 48.254684, 16.358856
Tegetthof Denkmal, 48.216919, 16.39255
Ringstrassen Galleries, 48.20224, 16.37113
Flohmarkt beim Naschmarkt, 48.19207, 16.353741
Ottakringer Brauerei, 48.212643, 16.324406
Museum Schottenstift, 48.211941, 16.365339
MuTh - Konzertsaal der Wiener Sangerknaben, 48.220058, 16.38002
Dialog im Dunkeln, 48.211971, 16.364094
Republik Kugelmugel, 48.21619, 16.396219
Providentiabrunnen oder Donnerbrunnen, 48.205502, 16.370279
Josephplatz, 48.208862, 16.372383
Falschermuseum, 48.20768, 16.39327
Church of the Piarist Order (Piaristenkirche), 48.210594, 16.349401
SchokoMuseum (Chocolate Museum), 48.151325, 16.332823
Mariahilfer Kirche, 48.199051, 16.35334
Mariensaule, 48.211094, 16.367975
Generali-Arena, 48.162251, 16.38765
Schonbrunnerbad, 48.17944, 16.315275
Vienna International Centre, 48.233543, 16.41713
Fillgraderstiege, 48.201729, 16.36021
Palais Liechtenstein, 48.209911, 16.362551
Bruckner Statue, 48.20647, 16.382629
Privy Garden / Kronprinzengarten de Schonbrunn, 48.184654, 16.313938
21er Haus, 48.185688, 16.383507
Sigmund Freud Park, 48.214169, 16.35869
Wiener Eislauf-Verein, 48.201591, 16.378139
Original Vienna Snowglobe factory, 48.224377, 16.33132
Gruner Prater, 48.208862, 16.372383
Lessing-Denkmal, 48.21151, 16.37011
Schubert Geburtshaus, 48.227501, 16.3552
Alte Musik in St. Ruprecht, 48.212158, 16.374161
Theater Akzent, 48.190948, 16.37051
Papyrus Museum of the Austrian National Library, 48.205532, 16.364769
Casanova, 48.207821, 16.369631
Schubert Theater, 48.221748, 16.35433
Strudlhofstiege, 48.222172, 16.357738
Bohmischer Prater, 48.167198, 16.39838
Desert House, 48.184715, 16.302315
Hohe Wand Wiese, 48.229481, 16.202251
Palais Kinsky, 48.211689, 16.36429
Republic Monument, 48.207054, 16.359362
MUSA Museum Start Gallery Artothek, 48.211712, 16.35708
Akademie der Wissenschaften, 48.208832, 16.377199
Der Bundesprasident Amtsitze, 48.208862, 16.372383
Donauinselfest, 48.209049, 16.43786
Arenbergpark, 48.19767, 16.391701
Montesino Casino, 48.185471, 16.420691
Elmayer Dance School, 48.20681, 16.36767
Schloss Neugebaude, 48.157379, 16.436899
Kuffner Observatory (Kuffner-Sternwarte), 48.21273, 16.29125
Triumphwagen des Marc Anton, 48.200432, 16.36628
Money Museum, 48.216148, 16.354469
Marienstatue, 48.21841, 16.36993
Goethedenkmal, 48.20295, 16.36693
Josefsbrunnen, 48.208618, 16.36973
Palais Epstein, 48.207981, 16.359159
Arik-Brauer-Haus, 48.190632, 16.33942
Burgerliches Zeughaus, 48.212002, 16.36854
Elefant, 48.202999, 16.366501
Globe Wien, 48.187401, 16.40538
Open-air Swimming Pools, 48.23629, 16.30125
Welt Museum of Anthropoligie, 48.208862, 16.372383
Nouvel Tower, 48.21265, 16.37969
Dr.- Karl-Lueger-Gedachtniskirche, 48.151001, 16.438435
Quartier21, 48.203529, 16.359119
St. Othmar unter den Weissgerbern, 48.210098, 16.39023
Palais Lichtenstein, 48.22245, 16.359659
Archives of the Austrian Resistance, 48.2118, 16.371019
Yppenplatz, 48.208862, 16.372383
Amalienbad, 48.174423, 16.378511
Statue of Johann Christoph Friedrich von Schiller, 48.216599, 16.38611
Prinz Eugen Statue, 48.205559, 16.36347
Urania Sternwarte, 48.21151, 16.38426
Bohemian Court Chancery, 48.211819, 16.3706
Vienna Central Mosque, 48.24501, 16.39744
Belvedere Schlossgarten, 48.191261, 16.379801
Koptische St. Markus Orthodoxe Kirche, 48.278431, 16.42173
Alsergrund, 48.208862, 16.372383
Kaiserliche Schatzkammer Wien, 48.208862, 16.372383
Museum of Vienna Philharmoniker, 48.20377, 16.37315
Beethoven Pasqualatihaus, 48.21244, 16.362289
Wientalradweg, 48.205769, 16.22971
Fleischmarkt to Dr. Ignaz Seipel Platz, 48.208862, 16.372383
Circus & Clown Museum, 48.219391, 16.405491
Kammeroper, 48.210159, 16.378111
Haus Steiner, 48.183891, 16.28315
Kasino am Schwarzenbergplatz, 48.20129, 16.374861
Austrian Gallery (Osterreichische Galerie), 48.190712, 16.375563
Pushkin Statue, 48.145149, 16.398661
Hohe Brucke Wien, 48.212769, 16.36821
Krapfenwaldlbad Swimming Pool, 48.26675, 16.33238
Marx Halle, 48.187401, 16.40538
Meiselmarkt Wien, 48.198711, 16.3193
Finanzministerium, 48.205582, 16.37315
Johann Strauss Konzerte Sofiensale, 48.206669, 16.39105
Hermann-Gmeiner Park, 48.21431, 16.366421
Vergilius Chapel Museum, 48.208172, 16.37393
Osterreichisches Museum fur Volkskunde, 48.213299, 16.350618
Floridsdorfer Waterpark, 48.246899, 16.39559
Hannovermarkt, 48.231739, 16.368879
Joseph Graf Radetzky von Radetz, 48.208488, 16.382021
Leopoldsbrunnen, 48.208324, 16.370367
Wiener Symphoniker, 48.199539, 16.36253
Raimundhof, 48.199951, 16.3552
Paulanerkirche, 48.195862, 16.36747
Hietzinger Friedhof, 48.176655, 16.299658
Aspern-Essling 1809, 48.21777, 16.483101
Errichtung Der Republik Memorial, 48.207432, 16.359751
Anzenberger Gallery and Bookshop, 48.172058, 16.38938
Salesianerkirche, 48.192051, 16.39538
ORF Backstage, 48.177299, 16.28919
Miniatur Tirolerland, 48.195351, 16.359289
Kunsthalle Wien Museumsquartier, 48.203144, 16.358183
Theater L.E.O. - Letztes Erfreuliches Operntheater, 48.202721, 16.38695
Literature Museum of the Austrian National Library, 48.2048, 16.37261
Gestapo Haus Wien, 48.213161, 16.374479
Karmeliterkirche, 48.21571, 16.379589
Naglergasse, 48.210281, 16.36751
Monument to Karl Renner, 48.209431, 16.356119
La Note Bleue - Frederic Chopin Monument, 48.186981, 16.384291
Elisabethinenkirche, 48.208641, 16.209391
Eglise Saint-Francois d'Assise, 48.224289, 16.406139
Kriegsministerium, 48.209911, 16.38294
Palais Ephrussi, 48.213554, 16.362446
Metropol Theater, 48.21719, 16.335751
English Mondays, 48.219952, 16.36138
Peace Museum Vienna, 48.207741, 16.37442
Barmherzigenkirche, 48.215111, 16.38039
Produktenborse Wien, 48.214199, 16.380159
Auhofcenter, 48.207642, 16.21854
Neidhart Fresken, 48.210812, 16.371201
Landgut Wien Cobenzl, 48.264359, 16.320601
Goldenes Quartier Vienna, 48.208862, 16.372383
New Year's Eve in Vienna, 48.210873, 16.355061
Kaiserliche Wagenburg Wien, 48.18446, 16.321239
Museum of Modern Art Ludwig Foundation (MUMOK), 48.203655, 16.358141
Lugner City, 48.203991, 16.33548
Villa Schopp, 48.181358, 16.294769
Weingut am Reisenberg, 48.259949, 16.331381
Schauspielhaus, 48.219952, 16.36138
Martin Luther Kirche, 48.220409, 16.340151
Planetarium Wien, 48.216228, 16.394793
Molker Bastei, 48.208862, 16.372383
Haus Scheu, 48.183701, 16.29104
Vienna Peace Pagoda, 48.193539, 16.450371
BahnhofCity Wien Hauptbahnhof, 48.185471, 16.37653
Urania Puppentheater, 48.211349, 16.383881
Concord Card Casino, 48.176243, 16.400625
Wien Museum Schubert Sterbewohnung, 48.19455, 16.361389
Zacherfabrik, 48.24398, 16.351641
Rochuskirche, 48.202366, 16.390514
Heiligenkreuzerhof Market, 48.209641, 16.377331
Kaffeemuseum Wien, 48.183781, 16.356689
Marokkanerbrunnen, 48.19912, 16.38026
Parish church St Laurentius, 48.201752, 16.309219
Galerie Kaiblinger, 48.206131, 16.369246
Denn's Biomarkt, 48.202469, 16.34021
Jubilaumswarte, 48.221275, 16.265745
International Theater, 48.219398, 16.36305
Lilly's Art, 48.206402, 16.36974
Habsburgwarte, 48.208862, 16.372383
Servitenkirche, 48.220428, 16.36384
TEZ Info Shop, 48.201691, 16.36952
Strauss Memorial Rooms, 48.215969, 16.38728
Werkbundsiedlung Wien, 48.179901, 16.26927
Kunsthalle Wien Karlsplatz, 48.200127, 16.367846
Franz Lehar Denkmal, 48.204067, 16.378025
Liesinger Bad, 48.13274, 16.28108
Stadion Center, 48.210442, 16.42194
Beethoven Eroicahaus, 48.242249, 16.35552
Rosenpark, 48.2239, 16.40535
Phantastenmuseum, 48.206291, 16.36775
Geymullerschlossl, 48.243809, 16.30718
Haus Wittgenstein - Bulgarisches Kulturinstitut, 48.203281, 16.39452
Galerie Artziwna, 48.210682, 16.364965
European Peace Walk, 48.208862, 16.372383
Albert Schweitzer Haus, 48.216862, 16.356501
Gruam, 48.246208, 16.43955
Reformierte Stadtkirche, 48.20673, 16.36869
TBA21, 48.224861, 16.3822
Hermannskogel, 48.208862, 16.372383
METRO Kinokulturhaus, 48.204971, 16.37188
Kaasgrabenkirche, 48.25378, 16.3335
Rudolf Bednar Park, 48.225281, 16.399099
Serbisch-Orthodoxe Kirche Christi Auferstehung, 48.227501, 16.399281
Metternichpalais, 48.196079, 16.38275
Schokoladenhaus, 48.18177, 16.29738
Josef-von-Schemerl-Brucke, 48.228851, 16.37274
48er Tandler, 48.181561, 16.353109
Tora-San Park, 48.2519, 16.39963
Komische Kunste im MQ, 48.203655, 16.35952
Ensemble Theater, 48.209221, 16.370001
Wasserturm Wienna, 48.169319, 16.353109
Sisi-Kapelle, 48.26144, 16.31068
Ottakringer Bad, 48.212189, 16.29158
Kletterwand am Flakturm, 48.195961, 16.3505
Denkmal Hans Makart, 48.20586, 16.378639
Pfadfindermuseum und Institut fuer Pfadfindergeschichte, 48.200001, 16.32584
Galerie Krinzinger, 48.205341, 16.374701
Justizpalast, 48.206699, 16.35758
Skulptur Stage Set, 48.202969, 16.38184
St. Johannes der Taufer, 48.187061, 16.348841
Kirche zum heiligen Kreuz - Gardekirche, 48.19772, 16.378929
OFF Theater, 48.204681, 16.351379
Rochusmarkt, 48.202759, 16.391279
Dreimaderlhaus, 48.212219, 16.36248
Joseph's Square, 48.208862, 16.372383
Jan Arnold Gallery, 48.203529, 16.359119
J.E.Schindler Statue, 48.208862, 16.372383
The Danube Wetlands, 48.208862, 16.372383
Rubens Statue, 48.2005, 16.371519
Lutherische Stadtkirche, 48.206619, 16.36857
St. Francis of Assisi Church, 48.224388, 16.406
Denkmal Hans Canon, 48.20319, 16.37775
Schwendermarkt, 48.190971, 16.326353
Heiligen Geist Kirche, 48.20694, 16.32328
Backerstrasse No. 2, 48.208862, 16.372383
Pygmalion Theater, 48.215118, 16.34712
Ballpark Spenadlwiese, 48.2066, 16.40453
Statue Christopher Columbus, 48.20089, 16.370819
Mahnmal Aspangbahnhof, 48.208862, 16.372383
Bezirksmuseum Floridsdorf, 48.26363, 16.39403
Esperantopark, 48.20039, 16.371059
Torture museum, 48.197918, 16.352671
Austrian Theater Museum, 48.205589, 16.36853
Church of St. Joseph, 48.20681, 16.341499
Arbeiterinnenstrand, 48.24329, 16.41441
Rumanisch-Orthodoxe Kirche in Wien, 48.16983, 16.421515
Freie Buhne Wieden, 48.191139, 16.366381
Theatercouch, 48.182919, 16.32498
3CityWave, 48.198811, 16.3759
Heiligenstadter Testamenthaus, 48.208862, 16.372383
Mozartbrunnen, 48.195202, 16.36834
Theater des Augenblicks, 48.227699, 16.345091
Vienna Ballhaus, 48.21764, 16.360149
Denkmal Josef Ressel, 48.198978, 16.3699
Stumpergasse 31, 48.193588, 16.344669
Statue Mutter und Kind, 48.199341, 16.368629
Unteres Belvedere, 48.196899, 16.3804
Wirtschaftsmuseum, 48.183743, 16.356812
Sankt Maria Geburt, 48.174278, 16.30331
Triton- und Nymphenbrunnen, 48.214951, 16.370911
Grillparzerdenkmal, 48.20713, 16.360399
Hietzinger Bad, 48.1689, 16.294661
Galerie Lehner, 48.20145, 16.36385
Weinwanderweg, 48.25106, 16.301189
Wiener Fischereimuseum, 48.282349, 16.379431
Pratermuseum, 48.216228, 16.394951
Denkmal Amdreas Zelinka, 48.20359, 16.380951
Marktamtsmuseum, 48.261791, 16.401751
KosmosTheater, 48.202351, 16.35132
Doll-Wiese, 48.182121, 16.260889
Befreiung der Quelle Brunnen, 48.204441, 16.381479
Skulptur Der letzte Mensch, 48.198421, 16.372761
AIBC Field Freudenau, 48.19371, 16.44013
Tilgner Brunnen, 48.199291, 16.36832
Resselpark, 48.199291, 16.36832
Firma Ingeneur Wolfgang Irzl, 48.23484, 16.43231
Columbus Center, 48.182091, 16.375179
Denkmal Rudolf von Alt, 48.20903, 16.36401
Denkmal Friedrich von Amerling, 48.207069, 16.379789
Denkmal Erzherzog Albrecht, 48.204559, 16.368959
Denkmal Marcus Omufuma, 48.202221, 16.36138
Denkmal Siegfried Marcus, 48.198978, 16.3699
Denkmal Kaiser Josef II., 48.206032, 16.367359
Denkmal Robert Stolz, 48.20554, 16.378309
Denkmal Kaiser Franz Josef I. von Osterreich, 48.212841, 16.37476
Wiener Trabrennverein, 48.208805, 16.414162
Denkmal Emil Jakob Schindler, 48.204441, 16.381479
Karl Lueger Monument, 48.20747, 16.379391
Memorial for the Victims of Nazi Military Justice, 48.20813, 16.36372
Deutschmeister-Denkmal, 48.216949, 16.36799
Denkmal Josef Madersperger, 48.199291, 16.36832
Stiftskirche, 48.200748, 16.35701
Donauweibchenbrunnen, 48.20282, 16.38158
Denkmal Kaiser Franz I. Stephan von Lothringen, 48.212841, 16.37476
Denkmal Abraham a Santa Clara, 48.20409, 16.36808
Labetrunkbrunnen, 48.202969, 16.38184
Sebastian Kneipp Brunnen, 48.202129, 16.37958
Osterreichische Gesellschaft fur Literatur, 48.208672, 16.36632
Fussball Museum, 48.208862, 16.372383
Vienna Crime Museum, 48.218044, 16.378872
The Austrian Architecture Museum (Architekturzentrum Wien), 48.205971, 16.35692
Villa Wertheimstein, 48.24292, 16.355659
Italienisches Kulturinstitut - Wien, 48.199909, 16.387609
Dom Museum Wien, 48.208672, 16.374149
Hemp Embassy Vienna, 48.197578, 16.348881
Waringer Park, 48.227371, 16.339067
Sankt Johann Nepomuk, 48.216019, 16.386614
Produzentengalerie Wien, 48.211037, 16.388077
Museum of Young Art (MOYA), 48.211971, 16.366489
The Vienna Workshop Gallery, 48.213249, 16.35203
The Islamic Cultural Center of Bad Voslau, 48.227791, 16.35914
Schubert's death house in Vienna, 48.194618, 16.36146
Pfarre Breitensee, 48.201672, 16.309361
Wiener Galopprennverein, 48.190399, 16.440411
Kabarett Simpl, 48.20763, 16.378401
Rudolf Moratti Sculpture, 48.21468, 16.35733
Adolf Scharf Monument, 48.208981, 16.357821
Austria Memphis, 48.208862, 16.372383
Karl Seitz Statue, 48.208981, 16.357821
Kaiser Franz II Monument, 48.14983, 16.26556
Rearte Gallery, 48.179138, 16.33699
Peter Kulcsar Antiquitatenhandel Wien, 48.20636, 16.36961
Ernst Mach Monument, 48.167191, 16.42535
Rahlstiege, 48.201641, 16.360979